CustomerID,CustomerTypeID,CustomerRelationshipTypeID,DateOfBirth,CustomerEstablishedDate,IsActive,FirstName,LastName,Gender,PrimaryPhone,SecondaryPhone,PrimaryEmail,SecondaryEmail,CreatedBy
CID-189,Individual,Standard,7/22/1986,8/6/2021,FALSE,Nikola,Janu,Male,(870) 555-0183,(707) 555-0228,nikola@contoso.com,,Sales
CID-190,Individual,Standard,12/9/1977,4/29/2020,TRUE,Hannah,Jarvis,Female,(973) 555-0104,,hannah@contoso.com,hannah@fabrikam.com,Sales
CID-191,Individual,Standard,10/24/1984,12/20/2018,FALSE,Hanna,Jasinska,Female,(740) 555-0128,,hanna@contoso.com,hanna@fabrikam.com,Sales
CID-192,Business,SMB,8/24/1957,1/3/2021,TRUE,Aira,Jaunzema,Female,(432) 555-0121,(773) 555-0244,aira@contoso.com,aira@fabrikam.com,Sales
CID-193,Government,Federal,11/5/1973,5/22/2020,TRUE,Irena,Jaworska,Female,(802) 555-0188,,irena@contoso.com,,Services
CID-194,Individual,Standard,3/4/1975,9/17/2020,TRUE,Casey,Jensen,Male,(364) 555-0100,,casey@contoso.com,casey@fabrikam.com,Sales
CID-195,Individual,Premium,9/18/1989,6/18/2021,FALSE,Alenka,Jereb,Female,(773) 555-0143,,alenka@contoso.com,,Sales
CID-196,Individual,Standard,1/23/1989,10/14/2020,TRUE,Tanja,Jerman,Female,(434) 555-0174,,tanja@contoso.com,,Sales
CID-197,Business,Premier,1/3/1952,3/23/2021,TRUE,Riley,Johnson,Male,(318) 555-0187,,riley@contoso.com,,Sales
CID-198,Business,Premier,7/21/1966,1/24/2021,TRUE,Natasha,Jones,Female,(318) 555-0189,,natasha@contoso.com,,Sales
CID-199,Business,SMB,5/15/1951,10/21/2018,TRUE,Karl,Kadenbach,Male,(218) 555-0198,,karl@contoso.com,,Sales
CID-200,Business,SMB,11/10/1992,7/28/2018,TRUE,Jacek,Kalinowski,Male,(228) 555-0145,,jacek@contoso.com,,Sales
CID-201,Individual,Standard,9/30/1986,9/28/2021,TRUE,Daniela,Kanepa,Female,(720) 555-0157,(405) 555-0226,daniela@contoso.com,daniela@fabrikam.com,Sales
CID-202,Individual,Standard,7/21/1964,1/16/2021,TRUE,Niklavs,Kaneps,Male,(502) 555-0100,,niklavs@contoso.com,,Services
CID-203,Individual,VIP,6/29/1957,3/28/2020,TRUE,Havva,Kara,Female,(724) 555-0128,(225) 555-0289,havva@contoso.com,,Sales
CID-204,Business,Premier,11/7/1950,1/25/2019,TRUE,Pinar,Karaca,Female,(209) 555-0128,,pinar@contoso.com,,Sales
CID-205,Individual,VIP,3/4/1953,11/21/2018,TRUE,Gregor,Kastelic,Male,(503) 555-0150,,gregor@contoso.com,,Sales
CID-206,Individual,Standard,7/13/1957,7/28/2020,TRUE,Ilga,Kaulina,Male,(623) 555-0102,,ilga@contoso.com,,Sales
CID-207,Individual,Premium,5/1/1959,6/7/2020,TRUE,Rok,Kavcic,Male,(715) 555-0134,,rok@contoso.com,,Sales
CID-208,Individual,VIP,8/1/1990,3/26/2021,TRUE,Ibrahim,Kaya,Male,(731) 555-0190,,ibrahim@contoso.com,,Sales
CID-209,Individual,Standard,7/4/1958,10/30/2019,TRUE,Faruk,Keskin,Male,(757) 555-0183,,faruk@contoso.com,,Sales
CID-210,Individual,Standard,12/5/1997,9/25/2019,TRUE,Xaver,Kiefer,Male,(484) 555-0119,,xaver@contoso.com,xaver@fabrikam.com,Services
CID-211,Individual,Premium,5/8/1967,7/31/2019,TRUE,Ramazan,Kilic,Male,(380) 555-0138,,ramazan@contoso.com,,Sales
CID-212,Individual,Premium,3/22/1949,4/17/2018,TRUE,Madison,Kim,Female,(909) 555-0118,,madison@contoso.com,,Sales
CID-213,Individual,Premium,6/6/1996,5/17/2018,TRUE,Adrian,King,Female,(464) 555-0190,,adrian@contoso.com,,Sales
CID-214,Individual,Standard,2/6/1955,3/4/2019,TRUE,William,Kirby,Male,(661) 555-0142,,william@contoso.com,,Sales
CID-215,Business,Premier,7/30/1965,9/4/2019,TRUE,Beatrise,Klavina,Female,(580) 555-0112,,beatrise@contoso.com,,Sales
CID-216,Individual,Standard,12/26/1977,6/29/2020,TRUE,Berend,Klein,Male,(715) 555-0156,,berend@contoso.com,berend@fabrikam.com,Sales
CID-217,Individual,Standard,9/23/1933,3/29/2020,TRUE,Mojca,Klemencic,Female,(413) 555-0191,,mojca@contoso.com,,Services
CID-218,Business,SMB,9/23/1969,5/21/2018,TRUE,Friedrich,Knerich,Male,(316) 555-0152,,friedrich@contoso.com,,Sales
CID-219,Individual,Premium,12/8/1982,1/11/2021,TRUE,Jozefa,Knez,Female,(305) 555-0182,,jozefa@contoso.com,,Sales
CID-220,Business,Premier,7/28/1983,6/26/2018,TRUE,Carla,Kobusch,Female,(737) 555-0141,,carla@contoso.com,carla@fabrikam.com,Sales
CID-221,Individual,Premium,5/20/1924,7/17/2018,TRUE,Mahmut,Koc,Male,(848) 555-0125,,mahmut@contoso.com,,Sales
CID-222,Individual,Standard,1/25/1934,9/16/2019,TRUE,Dominique,Koch,Male,(402) 555-0127,,dominique@contoso.com,,Sales
CID-223,Individual,VIP,6/22/1979,11/22/2019,TRUE,Vlasta,Koci,Female,(571) 555-0119,,vlasta@contoso.com,,Sales
CID-224,Individual,Standard,1/21/1960,12/15/2021,TRUE,Lilly,Koenig,Female,(772) 555-0138,,lilly@contoso.com,,Sales
CID-225,Individual,Premium,4/2/1961,2/5/2019,TRUE,Eggert,Kohler,Male,(918) 555-0178,,eggert@contoso.com,eggert@fabrikam.com,Sales
CID-226,Individual,Standard,1/23/1963,4/16/2019,TRUE,Tomas,Kohout,Male,(917) 555-0125,(916) 555-0279,tomas@contoso.com,,Sales
CID-227,Government,Local,9/21/1997,8/6/2018,TRUE,Marija,Kolar,Female,(304) 555-0126,,marija@contoso.com,,Services
CID-228,Individual,Premium,1/11/1990,7/17/2020,TRUE,Petr,Konecny,Male,(213) 555-0137,,petr@contoso.com,,Sales
CID-229,Business,SMB,10/4/1976,9/24/2019,TRUE,Vera,Kopecka,Female,(440) 555-0142,,vera@contoso.com,,Sales
CID-230,Individual,Premium,3/22/1993,8/8/2020,TRUE,Irena,Koren,Female,(931) 555-0163,,irena@contoso.com,irena@fabrikam.com,Sales
CID-231,Business,SMB,12/5/1977,6/24/2020,TRUE,Safak,Korkmaz,Male,(816) 555-0141,,safak@contoso.com,,Services
CID-232,Individual,Standard,1/10/1987,6/24/2018,TRUE,Stanislav,Korosec,Male,(803) 555-0164,,stanislav@contoso.com,,Sales
CID-233,Individual,VIP,3/30/1954,1/23/2018,TRUE,Jozi,Kos,Male,(818) 555-0171,(614) 555-0289,jozi@contoso.com,,Sales
CID-234,Individual,Standard,6/3/1969,8/23/2018,TRUE,Maja,Kosir,Female,(316) 555-0146,,maja@contoso.com,,Sales
CID-235,Individual,Premium,9/15/1947,11/2/2020,TRUE,Robert,Kotnik,Male,(913) 555-0110,,robert@contoso.com,,Sales
CID-236,Business,Partner,11/2/1997,1/29/2021,TRUE,Andrej,Kovac,Male,(614) 555-0111,(773) 555-0262,andrej@contoso.com,,Sales
CID-237,Individual,Premium,4/18/1985,7/17/2020,TRUE,Anton,Kovacic,Male,(315) 555-0136,(351) 555-0225,anton@contoso.com,anton@fabrikam.com,Sales
CID-238,Individual,Standard,2/25/1974,6/7/2019,TRUE,Adrian,Kowalczyk,Male,(309) 555-0152,,adrian@contoso.com,,Sales
CID-239,Individual,VIP,4/14/1966,3/7/2019,TRUE,Beata,Kowalska,Female,(415) 555-0179,,beata@contoso.com,,Services
CID-240,Individual,Premium,6/14/1983,3/3/2020,TRUE,Zdenka,Kozakova,Female,(919) 555-0188,,zdenka@contoso.com,,Services
CID-241,Government,Local,3/9/1996,6/17/2019,TRUE,Jan,Kozlowski,Male,(510) 555-0153,,jan@contoso.com,,Services
CID-242,Government,Local,5/2/1986,9/5/2020,TRUE,Ivan,Krajnc,Male,(508) 555-0103,,ivan@contoso.com,,Services
CID-243,Government,State,4/25/1965,8/9/2021,TRUE,Branko,Kralj,Male,(386) 555-0195,,branko@contoso.com,,Services
CID-244,Individual,Premium,12/12/1954,3/20/2020,TRUE,Elsa,Kramer,Female,(208) 555-0110,(440) 555-0225,elsa@contoso.com,,Sales
CID-245,Individual,Premium,4/18/1933,7/1/2020,TRUE,Edna,Krastina,Female,(781) 555-0144,,edna@contoso.com,,Sales
CID-246,Government,Federal,11/30/1993,12/29/2021,TRUE,Ralf,Krause,Male,(940) 555-0127,,ralf@contoso.com,,Services
CID-247,Individual,Premium,3/31/1976,8/20/2021,TRUE,Joanna,Krawczyk,Female,(831) 555-0156,(830) 555-0272,joanna@contoso.com,joanna@fabrikam.com,Sales
CID-248,Government,Local,2/10/1980,5/20/2020,TRUE,Alex,Krejci,Female,(248) 555-0124,,alex@contoso.com,,Services
CID-249,Government,Local,2/29/1988,6/24/2019,TRUE,Ella,Kreslina,Male,(318) 555-0128,,ella@contoso.com,ella@fabrikam.com,Services
CID-250,Business,SMB,9/23/1984,10/20/2020,TRUE,Agrita,Krieva,Male,(630) 555-0113,,agrita@contoso.com,,Sales
CID-251,Individual,Premium,5/9/1964,10/10/2021,TRUE,Darta,Krievina,Male,(269) 555-0129,(559) 555-0283,darta@contoso.com,,Sales
CID-252,Individual,Standard,3/7/1953,8/19/2021,TRUE,Ronalds,Krievins,Male,(929) 555-0166,,ronalds@contoso.com,,Sales
CID-253,Business,SMB,4/4/1966,8/15/2018,TRUE,Heiko,Krueger,Male,(765) 555-0129,,heiko@contoso.com,,Sales
CID-254,Individual,Premium,5/7/1929,6/13/2021,TRUE,Beatrise,Kruze,Female,(425) 555-0144,,beatrise@contoso.com,,Sales
CID-255,Individual,VIP,4/4/1970,5/22/2020,TRUE,Ondrej,Kubat,Male,(405) 555-0188,,ondrej@contoso.com,ondrej@fabrikam.com,Sales
CID-256,Individual,Standard,2/5/1960,6/10/2020,TRUE,Marcela,Kubatova,Female,(478) 555-0146,,marcela@contoso.com,,Services
CID-257,Government,State,7/27/1964,11/2/2020,TRUE,Adrianna,Kucharska,Female,(704) 555-0163,,adrianna@contoso.com,,Services
CID-258,Individual,Standard,7/5/1985,7/29/2018,TRUE,Andrzej,Kucharski,Male,(860) 555-0137,,andrzej@contoso.com,,Sales
CID-259,Individual,Premium,7/2/1994,1/11/2020,TRUE,Franciska,Kuhar,Female,(414) 555-0188,,franciska@contoso.com,,Sales
CID-260,Individual,Standard,6/6/1978,2/1/2019,TRUE,Alida,Kundzina,Female,(208) 555-0121,,alida@contoso.com,,Sales
CID-261,Individual,Standard,7/26/1989,1/28/2021,TRUE,Conrad,Kutzsche,Male,(770) 555-0140,,conrad@contoso.com,,Sales
CID-262,Government,State,1/13/1994,1/31/2018,TRUE,Hanna,Kwiatkowska,Female,(573) 555-0156,(224) 555-0211,hanna@contoso.com,,Services
CID-263,Individual,Standard,5/21/1949,1/21/2019,FALSE,Maureen,Labrecque,Female,(816) 555-0190,,maureen@contoso.com,,Sales
CID-264,Individual,Standard,4/17/1954,10/11/2019,TRUE,Alain,Lacombe,Male,(623) 555-0100,,alain@contoso.com,,Sales
CID-265,Business,Premier,5/20/1988,11/25/2018,TRUE,Gilbert,Lacroix,Male,(832) 555-0152,,gilbert@contoso.com,gilbert@fabrikam.com,Sales
CID-266,Business,Premier,10/30/1946,4/4/2021,TRUE,Katja,Lah,Female,(715) 555-0133,(312) 555-0218,katja@contoso.com,,Sales
CID-267,Individual,Premium,12/18/1947,8/9/2020,TRUE,Theodore,Lamy,Male,(205) 555-0116,,theodore@contoso.com,,Sales
CID-268,Business,Premier,4/29/1958,1/28/2021,TRUE,Anna,Lange,Female,(562) 555-0142,,anna@contoso.com,,Sales
CID-269,Individual,Premium,10/13/1978,9/13/2019,TRUE,Aisma,Lapsa,Male,(801) 555-0103,(567) 555-0258,aisma@contoso.com,aisma@fabrikam.com,Sales
CID-270,Individual,Standard,8/9/1982,4/11/2021,TRUE,Andre,Lawson,Male,(201) 555-0170,,andre@contoso.com,,Sales
CID-271,Business,SMB,12/16/1944,6/11/2018,TRUE,Denise,Lebatelier,Female,(701) 555-0172,(352) 555-0222,denise@contoso.com,,Sales
CID-272,Business,SMB,2/26/1989,2/15/2020,TRUE,Bernadette,Leblanc,Female,(716) 555-0134,,bernadette@contoso.com,,Sales
CID-273,Business,Partner,5/28/1959,7/10/2021,TRUE,Mikaela,Lee,Female,(209) 555-0123,(425) 555-0269,mikaela@contoso.com,,Sales
CID-274,Government,State,8/27/1965,10/1/2018,TRUE,Kayla,Lewis,Female,(978) 555-0149,(607) 555-0210,kayla@contoso.com,kayla@fabrikam.com,Services
CID-275,Individual,Standard,1/28/1950,1/3/2018,TRUE,Aleksandra,Lice,Female,(858) 555-0142,,aleksandra@contoso.com,,Sales
CID-276,Individual,Premium,3/5/1954,11/17/2020,TRUE,Geraint,Llwyd,Male,(951) 555-0131,,geraint@contoso.com,,Sales
CID-277,Business,Partner,7/5/1998,11/22/2018,TRUE,Valeria,Lo Duca,Female,(603) 555-0127,,valeria@contoso.com,,Sales
CID-278,Individual,Standard,9/23/1991,7/28/2020,TRUE,Ernst,Loetzsch,Male,(218) 555-0198,,ernst@contoso.com,,Sales
CID-279,Business,SMB,3/24/1954,5/29/2018,TRUE,Palmira,Loggia,Female,(310) 555-0158,(916) 555-0211,palmira@contoso.com,,Services
CID-280,Business,SMB,5/20/1982,6/24/2019,TRUE,Francesca,Lombo,Female,(256) 555-0103,(512) 555-0233,francesca@contoso.com,francesca@fabrikam.com,Services
CID-281,Business,Premier,4/11/1968,5/3/2019,TRUE,Markus,Long,Male,(219) 555-0138,(516) 555-0216,markus@contoso.com,,Sales
CID-282,Individual,Standard,7/19/1927,4/1/2020,TRUE,Gerardina,Longo,Female,(301) 555-0103,(806) 555-0200,gerardina@contoso.com,,Services
CID-283,Individual,VIP,10/5/1956,12/24/2020,TRUE,Eugenia,Lopez,Female,(254) 555-0129,,eugenia@contoso.com,eugenia@fabrikam.com,Sales
CID-284,Individual,VIP,8/10/1967,12/22/2018,TRUE,Lacombe,Luc,Male,(937) 555-0174,,lacombe@contoso.com,lacombe@fabrikam.com,Sales
CID-285,Individual,Premium,12/17/1967,6/29/2021,TRUE,Noemi,Lucchesi,Female,(341) 555-0111,(478) 555-0284,noemi@contoso.com,,Sales
CID-286,Individual,Premium,9/9/1959,8/23/2018,TRUE,Nikolajs,Lusis,Male,(805) 555-0135,,nikolajs@contoso.com,,Sales
CID-287,Individual,VIP,3/17/1949,8/15/2018,TRUE,Courtney,Lynch,Female,(224) 555-0189,,courtney@contoso.com,,Sales
CID-288,Individual,Premium,9/9/1995,8/29/2021,TRUE,Jan,Macek,Male,(704) 555-0170,,jan@contoso.com,,Sales
CID-289,Individual,Standard,2/10/1923,2/18/2018,TRUE,Jakub,Maciejewski,Male,(878) 555-0100,,jakub@contoso.com,,Sales
CID-290,Individual,Premium,11/8/1987,4/28/2018,TRUE,Terezija,Majcen,Female,(414) 555-0189,,terezija@contoso.com,,Sales
CID-291,Individual,Premium,5/31/1986,2/23/2018,TRUE,Filip,Majewski,Male,(843) 555-0105,,filip@contoso.com,filip@fabrikam.com,Sales
CID-292,Individual,Standard,12/2/1967,7/19/2019,TRUE,Luis,Mamani,Male,(360) 555-0143,(917) 555-0262,luis@contoso.com,,Services
CID-293,Business,Premier,1/8/1984,12/3/2020,FALSE,Thomas,Margand,Male,(737) 555-0123,(575) 555-0272,thomas@contoso.com,,Sales
CID-294,Individual,VIP,9/8/1990,2/22/2018,TRUE,Marie,Markova,Female,(413) 555-0118,,marie@contoso.com,,Sales
CID-295,Individual,VIP,2/22/1974,7/12/2019,TRUE,Henri,Marquis,Male,(463) 555-0117,(518) 555-0252,henri@contoso.com,,Sales
CID-296,Individual,Premium,5/12/1979,1/30/2021,TRUE,Blake,Martin,Male,(432) 555-0129,,blake@contoso.com,,Sales
CID-297,Business,SMB,1/24/1953,1/8/2018,TRUE,Violet,Martinez,Female,(864) 555-0141,,violet@contoso.com,,Sales
CID-298,Individual,VIP,7/17/1923,5/17/2020,TRUE,Calimero,Mazzanti,Male,(262) 555-0173,(978) 555-0292,calimero@contoso.com,,Sales
CID-299,Individual,Premium,2/21/1952,2/2/2019,TRUE,Parker,McLean,Male,(815) 555-0111,,parker@contoso.com,parker@fabrikam.com,Sales
CID-300,Individual,Standard,8/14/1978,3/7/2021,TRUE,Natasa,Medved,Female,(510) 555-0193,,natasa@contoso.com,natasa@fabrikam.com,Sales
CID-301,Individual,VIP,7/12/1992,11/6/2019,TRUE,Daniel,Mengestab,Male,(615) 555-0138,,daniel@contoso.com,,Sales
CID-302,Individual,VIP,6/11/1977,1/22/2019,TRUE,Emel,Mert,Female,(860) 555-0120,,emel@contoso.com,,Sales
CID-303,Individual,Premium,2/2/1971,4/21/2018,TRUE,Marie,Methot,Female,(862) 555-0128,,marie@contoso.com,,Sales
CID-304,Individual,Premium,4/27/1984,9/6/2019,TRUE,Ariane,Meyer,Female,(623) 555-0161,(641) 555-0219,ariane@contoso.com,,Sales
CID-305,Business,SMB,3/23/1931,1/17/2018,TRUE,Habtu,Michael,Male,(509) 555-0114,,habtu@contoso.com,,Sales
CID-306,Government,Local,6/11/1986,4/20/2021,TRUE,Dominik,Michalski,Male,(907) 555-0151,,dominik@contoso.com,dominik@fabrikam.com,Services
CID-307,Individual,Standard,8/3/1966,6/2/2020,TRUE,Anna,Michnova,Female,(660) 555-0153,,anna@contoso.com,,Sales
CID-308,Individual,Premium,7/29/1980,6/25/2019,TRUE,Aleganesh,Mihertab,Female,(930) 555-0102,,aleganesh@contoso.com,,Services
CID-309,Business,SMB,9/5/1955,6/20/2018,TRUE,Lisandro,Milanesi,Male,(567) 555-0142,(307) 555-0285,lisandro@contoso.com,,Services
CID-310,Individual,Standard,10/16/1957,2/13/2019,TRUE,Martina,Milani,Female,(770) 555-0137,,martina@contoso.com,,Sales
CID-311,Individual,Standard,5/3/1955,1/10/2020,TRUE,Davide,Milano,Male,(713) 555-0132,,davide@contoso.com,,Sales
CID-312,Individual,Premium,3/10/1938,11/2/2021,TRUE,Caleb,Miller,Male,(432) 555-0110,(602) 555-0250,caleb@contoso.com,,Sales
CID-313,Individual,VIP,10/21/1974,4/26/2021,TRUE,Jordan,Mitchell,Male,(351) 555-0181,,jordan@contoso.com,jordan@fabrikam.com,Sales
CID-314,Government,Local,11/27/1960,5/7/2020,TRUE,Joze,Mlakar,Male,(727) 555-0197,,joze@contoso.com,,Services
CID-315,Business,SMB,9/20/1951,8/18/2018,TRUE,Gabriel,Moeller,Male,(425) 555-0187,(737) 555-0220,gabriel@contoso.com,,Sales
CID-316,Individual,Premium,10/26/1957,4/29/2018,TRUE,Coralie,Monjeau,Female,(231) 555-0165,,coralie@contoso.com,,Services
CID-317,Individual,Premium,9/2/1982,3/25/2021,TRUE,Laura,Montfulleda,Female,(660) 555-0105,,laura@contoso.com,,Sales
CID-318,Individual,Standard,11/16/1979,2/23/2020,TRUE,Preston,Morales,Male,(240) 555-0156,(971) 555-0258,preston@contoso.com,,Services
CID-319,Individual,Premium,8/19/1993,4/10/2019,TRUE,Juan,Morgan,Male,(412) 555-0154,,juan@contoso.com,,Sales
CID-320,Individual,Standard,4/20/1942,4/14/2018,TRUE,Remy,Morris,Female,(870) 555-0115,,remy@contoso.com,remy@fabrikam.com,Sales
CID-321,Individual,Standard,10/5/1964,11/29/2019,TRUE,Rowan,Murphy,Male,(641) 555-0127,,rowan@contoso.com,,Sales
CID-322,Business,SMB,7/21/1959,6/24/2018,TRUE,Rory,Nguyen,Male,(808) 555-0191,,rory@contoso.com,,Sales
CID-323,Individual,Standard,4/28/1953,1/15/2020,TRUE,Camille,Nicole,Female,(702) 555-0148,(385) 555-0251,camille@contoso.com,,Sales
CID-324,Individual,VIP,1/23/1979,12/15/2021,TRUE,Franc,Novak,Male,(915) 555-0157,,franc@contoso.com,,Sales
CID-325,Government,Local,3/24/1970,3/3/2021,TRUE,Lidia,Nowakowska,Female,(608) 555-0131,,lidia@contoso.com,,Services
CID-326,Business,SMB,4/24/1947,11/15/2021,TRUE,Klara,Nowicka,Female,(781) 555-0168,,klara@contoso.com,,Sales
CID-327,Individual,Premium,2/19/1965,10/27/2019,TRUE,Conrad,Nuber,Male,(304) 555-0152,,conrad@contoso.com,,Sales
CID-328,Individual,Standard,1/31/1980,2/2/2018,TRUE,Martin,Oblak,Male,(870) 555-0138,,martin@contoso.com,,Sales
CID-329,Individual,Premium,8/13/1977,2/24/2018,TRUE,Engin,Oguz,Male,(925) 555-0170,,engin@contoso.com,engin@fabrikam.com,Services
CID-330,Individual,Standard,5/31/1961,6/3/2019,TRUE,Anna,Ostrowska,Female,(517) 555-0102,,anna@contoso.com,,Sales
CID-331,Individual,VIP,4/30/1980,1/26/2020,TRUE,Roman,Ostrowski,Male,(916) 555-0191,,roman@contoso.com,,Sales
CID-332,Business,SMB,2/20/1966,1/12/2018,TRUE,Brigitte,Otto,Female,(253) 555-0178,,brigitte@contoso.com,,Sales
CID-333,Individual,Standard,11/15/1971,12/21/2019,TRUE,Grace,Owens,Female,(269) 555-0105,,grace@contoso.com,grace@fabrikam.com,Sales
CID-334,Individual,Standard,1/17/1924,7/9/2019,TRUE,Derya,Ozcan,Female,(502) 555-0137,(667) 555-0232,derya@contoso.com,,Sales
CID-335,Individual,VIP,11/15/1979,1/8/2019,TRUE,Huseyin,Ozdemir,Male,(402) 555-0192,,huseyin@contoso.com,,Sales
CID-336,Individual,Premium,12/11/1985,4/29/2019,TRUE,Salih,Ozkan,Male,(605) 555-0166,,salih@contoso.com,,Sales
CID-337,Business,SMB,5/25/1973,8/30/2020,TRUE,Ahmet,Ozturk,Male,(209) 555-0183,,ahmet@contoso.com,,Sales
CID-338,Business,SMB,2/3/1989,6/5/2021,TRUE,Olafs,Paegle,Male,(667) 555-0103,,olafs@contoso.com,,Sales
CID-339,Individual,Premium,6/13/1950,9/15/2019,TRUE,Imelda,Pagnotto,Female,(702) 555-0184,,imelda@contoso.com,,Sales
CID-340,Individual,Standard,3/21/1954,11/3/2018,TRUE,Irma,Palermo,Female,(308) 555-0107,,irma@contoso.com,,Sales
CID-341,Individual,VIP,10/19/1964,4/2/2019,TRUE,Ariane,Panetier,Female,(218) 555-0176,,ariane@contoso.com,,Sales
CID-342,Individual,Standard,4/17/1962,6/9/2018,TRUE,Olga,Panicucci,Female,(725) 555-0108,,olga@contoso.com,,Sales
CID-343,Individual,Standard,4/6/1994,11/27/2018,TRUE,Aled,Parri,Male,(217) 555-0170,(682) 555-0210,aled@contoso.com,,Sales
CID-344,Individual,Standard,7/18/1960,2/15/2020,TRUE,Anne,Patel,Female,(464) 555-0197,,anne@contoso.com,,Sales
CID-345,Individual,Premium,9/4/1922,8/13/2018,TRUE,David,Paulet,Male,(937) 555-0123,,david@contoso.com,,Sales
CID-346,Individual,Premium,12/12/1953,9/9/2020,TRUE,Petra,Pavlic,Female,(504) 555-0143,,petra@contoso.com,,Sales
CID-347,Individual,Standard,4/24/1968,12/30/2019,TRUE,Jerzy,Pawlak,Male,(201) 555-0109,(417) 555-0267,jerzy@contoso.com,,Sales
CID-348,Individual,Premium,8/12/1978,12/4/2020,TRUE,Marek,Pawlowski,Male,(765) 555-0171,,marek@contoso.com,,Sales
CID-349,Individual,Premium,12/7/1977,5/22/2021,TRUE,Rene,Pelletier,Male,(214) 555-0188,,rene@contoso.com,,Sales
CID-350,Individual,Premium,8/10/1971,12/18/2020,TRUE,Michael,Peltier,Male,(715) 555-0125,(940) 555-0253,michael@contoso.com,,Services
CID-351,Individual,Standard,10/25/1968,10/6/2019,TRUE,Matjaz,Petek,Male,(940) 555-0142,(575) 555-0223,matjaz@contoso.com,,Sales
CID-352,Business,SMB,9/13/1955,9/8/2019,TRUE,Gebhard,Peters,Male,(564) 555-0168,,gebhard@contoso.com,gebhard@fabrikam.com,Sales
CID-353,Individual,Premium,4/18/1956,7/14/2018,TRUE,Romain Petit,Petit,Male,(240) 555-0117,(224) 555-0256,romain petit@contoso.com,,Sales
CID-354,Individual,Standard,5/4/1921,5/4/2019,TRUE,Nina,Petric,Female,(717) 555-0112,,nina@contoso.com,,Sales
CID-355,Individual,Standard,7/6/1972,6/6/2018,TRUE,Jayden,Phillips,Female,(305) 555-0177,(706) 555-0212,jayden@contoso.com,,Sales
CID-356,Individual,VIP,8/11/1981,9/2/2019,TRUE,Ortensia,Piazza,Female,(952) 555-0117,,ortensia@contoso.com,,Sales
CID-357,Individual,VIP,7/21/1931,6/3/2021,TRUE,Anna,Pidecabanyes,Female,(424) 555-0150,(470) 555-0257,anna@contoso.com,,Sales
CID-358,Individual,Standard,8/14/1955,2/16/2019,TRUE,Isotta,Pinto,Female,(320) 555-0126,,isotta@contoso.com,,Sales
CID-359,Government,Local,2/5/1978,5/13/2021,TRUE,Maria,Piotrowska,Female,(620) 555-0108,(480) 555-0227,maria@contoso.com,,Services
CID-360,Individual,Premium,5/24/1973,1/7/2021,TRUE,Barbara,Pirc,Female,(818) 555-0195,,barbara@contoso.com,,Sales
CID-361,Individual,Standard,9/21/1948,5/4/2018,TRUE,Ritums,Podnieks,Female,(803) 555-0196,,ritums@contoso.com,,Sales
CID-362,Individual,Standard,1/18/1958,4/16/2019,TRUE,Jiri,Polak,Male,(351) 555-0145,,jiri@contoso.com,,Sales
CID-363,Individual,Standard,9/7/1957,5/26/2021,TRUE,Zuzana,Polaskova,Female,(864) 555-0197,(949) 555-0289,zuzana@contoso.com,zuzana@fabrikam.com,Services
CID-364,Individual,Premium,1/24/1966,5/31/2019,TRUE,Matiass,Polis,Male,(207) 555-0179,,matiass@contoso.com,matiass@fabrikam.com,Sales
CID-365,Government,State,12/26/1965,2/1/2021,TRUE,Marko,Potocnik,Male,(941) 555-0147,(901) 555-0259,marko@contoso.com,marko@fabrikam.com,Services
CID-366,Individual,Standard,6/17/1960,1/28/2019,TRUE,Joseph,Price,Male,(430) 555-0144,,joseph@contoso.com,,Services
CID-367,Government,Local,6/2/1993,9/21/2021,TRUE,Libuse,Prikrylova,Female,(919) 555-0168,(206) 555-0274,libuse@contoso.com,,Services
CID-368,Government,Local,5/2/1978,8/31/2019,TRUE,Joana,Puigxoriguer,Female,(240) 555-0119,,joana@contoso.com,joana@fabrikam.com,Services
CID-369,Individual,Premium,10/2/1997,9/6/2020,TRUE,Ilgonis,Purmals,Female,(510) 555-0181,,ilgonis@contoso.com,ilgonis@fabrikam.com,Sales
CID-370,Individual,Standard,7/22/1948,6/27/2018,TRUE,Majda,Pusnik,Female,(341) 555-0173,(701) 555-0214,majda@contoso.com,,Sales
CID-371,Individual,Standard,8/6/1952,9/16/2021,TRUE,Rosa,Pérez,Female,(667) 555-0162,(540) 555-0206,rosa@contoso.com,,Sales
CID-372,Individual,Premium,3/19/1989,3/12/2021,TRUE,Jesus,Quispe,Male,(401) 555-0176,,jesus@contoso.com,jesus@fabrikam.com,Sales
CID-373,Individual,Standard,7/21/1967,6/24/2019,TRUE,Bozena,Radova,Female,(505) 555-0154,,bozena@contoso.com,,Sales
CID-374,Individual,Premium,4/22/1995,10/5/2018,TRUE,Riley,Ramirez,Male,(754) 555-0118,,riley@contoso.com,,Sales
CID-375,Individual,Standard,5/15/1959,8/21/2018,TRUE,Hollie,Rees,Female,(269) 555-0152,(732) 555-0264,hollie@contoso.com,,Services
CID-376,Individual,Standard,11/29/1971,1/18/2021,TRUE,Marta,Reixachdamunt,Female,(248) 555-0113,(480) 555-0225,marta@contoso.com,,Sales
CID-377,Business,SMB,10/17/1971,5/7/2021,TRUE,John,Rhys,Male,(308) 555-0143,,john@contoso.com,,Sales
